"image_name","mae","mse","sad"
"4.jpg","0.18252965807914734","0.11383071541786194","191.39622497558594"
"2.jpg","0.013670947402715683","0.005169056821614504","14.335027694702148"
"10.jpg","0.006721014156937599","0.0026222357992082834","7.047493934631348"
"5.jpg","0.005583980120718479","0.0008026623399928212","5.855227470397949"
"8.jpg","0.0032052057795226574","0.0015093338442966342","3.3609018325805664"
